-2285.764358 2.919884159e-07 2.02624e-06
-2255.762013 -2.507269525e-07 1.86553e-06
-2225.76046 -6.728161982e-07 1.56586e-06
-2195.760076 2.177179529e-06 1.79688e-06
-2165.760941 -4.035405262e-06 1.60622e-06
-2135.762837 -7.758865981e-07 1.72295e-06
-2105.765298 2.193328088e-06 1.59214e-06
-2075.767703 8.874993061e-07 1.67174e-06
-2045.769423 -8.872850579e-07 1.6598e-06
-2015.769982 9.604168164e-07 1.7237e-06
-1985.76921 -2.048594007e-06 1.65484e-06
-1955.767314 -1.914285003e-06 1.79685e-06
-1925.764815 -1.047567559e-06 1.45721e-06
-1895.762389 -2.108311191e-06 1.48692e-06
-1865.760662 -4.446154038e-06 2.01134e-06
-1835.760058 -4.00242398e-06 1.71914e-06
-1805.760712 -2.60376715e-06 1.86472e-06
-1775.762456 -1.922002687e-06 2.10405e-06
-1745.764859 -2.385422822e-06 1.80543e-06
-1715.767322 -4.426220423e-06 1.65076e-06
-1685.769203 -2.053698241e-06 2.07906e-06
-1655.769988 -1.375656919e-06 1.59059e-06
-1625.769445 -3.329236869e-06 1.87326e-06
-1595.767715 6.893318661e-07 1.7015e-06
-1565.765275 -9.810277393e-07 1.86979e-06
-1535.762786 -5.111592536e-07 1.54753e-06
-1505.760899 1.021876511e-06 1.68842e-06
-1475.76008 -1.627277541e-06 1.77148e-06
-1445.760518 -2.951466016e-06 1.83014e-06
-1415.762094 1.562958236e-06 1.69361e-06
-1385.764422 1.006442439e-06 1.74686e-06
-1355.766922 -1.391490481e-06 1.67441e-06
-1325.768948 -2.030721703e-08 1.45588e-06
-1295.769951 -9.655233064e-07 1.92411e-06
-1265.769641 -7.252079395e-07 1.50508e-06
-1235.76808 1.671378602e-06 1.92593e-06
-1205.765719 -7.829901487e-07 1.33462e-06
-1175.763189 1.471404874e-06 1.87674e-06
-1145.761156 1.439216223e-06 1.87736e-06
-1115.760127 2.597328846e-06 1.73053e-06
-1085.760344 3.724959316e-06 1.71085e-06
-1055.761743 5.932271664e-06 1.82213e-06
-1025.763977 2.999830664e-06 1.71665e-06
-995.7664922 3.229718648e-06 1.48612e-06
-965.7686451 5.156417634e-06 1.74977e-06
-935.7698567 3.881306413e-06 1.82194e-06
-905.7697817 4.824211895e-06 1.60778e-06
-875.7684276 3.9206316e-06 1.83692e-06
-845.7661656 4.280831518e-06 1.90362e-06
-815.7636148 3.609793092e-06 1.38279e-06
-785.7614509 2.07650516e-06 1.80016e-06
-755.76022 2.796167912e-06 1.56272e-06
-725.7602144 3.855402845e-06 1.69421e-06
-695.7614228 2.302664451e-06 1.69896e-06
-665.7635452 1.947041821e-06 1.59625e-06
-635.7660567 1.14770403e-06 1.57008e-06
-605.7683185 4.532807372e-06 1.70341e-06
-575.769728 4.690446862e-06 1.55809e-06
-545.7698881 5.02623018e-06 1.49927e-06
-515.7687403 1.630264999e-06 1.7161e-06
-485.7665969 2.683631249e-06 1.84039e-06
-455.7640463 1.024108069e-06 1.82639e-06
-425.761769 4.84164663e-06 1.97996e-06
-395.760345 -3.557387275e-07 1.67545e-06
-365.7601162 5.49715137e-06 1.8794e-06
-335.7611254 -2.695864383e-06 1.57072e-06
-305.7631197 1.859211317e-06 1.51715e-06
-275.7656072 -1.386709408e-06 1.51015e-06
-245.767959 -2.256427066e-06 1.71311e-06
-215.769554 -7.895597826e-07 1.73403e-06
-185.7699478 -5.404223115e-06 1.83932e-06
-155.7690046 -1.113966182e-07 1.72728e-06
-125.7669985 -2.100389418e-06 1.81984e-06
-95.76446965 -2.689876333e-06 1.74037e-06
-65.76209701 -7.55629806e-06 1.88951e-06
-35.76049018 -1.476618713e-06 1.62881e-06
-5.760039615 -1.731755387e-06 1.78791e-06
24.23915817 -2.530289428e-06 1.45544e-06
54.23730691 -3.958493282e-07 1.92657e-06
84.23486283 -3.770626289e-06 1.81145e-06
114.2324403 -1.47322578e-06 1.36984e-06
144.2306737 -2.581585591e-06 1.64946e-06
174.2300504 -3.074285203e-06 1.88308e-06
204.2307577 -2.778175044e-06 1.63037e-06
234.232609 -9.448841145e-07 1.48666e-06
264.2350947 -2.123285709e-06 1.6775e-06
294.2375435 -3.599235597e-06 1.87142e-06
324.2393207 -1.230845323e-06 1.60925e-06
354.2399898 -5.334819153e-06 1.50036e-06
384.2394007 1.309880098e-06 2.04723e-06
414.2377065 -7.297132277e-07 1.39817e-06
444.2353248 -3.058445053e-06 1.85232e-06
474.2328512 -3.05969209e-06 1.63299e-06
504.230928 -2.362890354e-06 1.82208e-06
534.2300809 -5.412677355e-06 1.51876e-06
564.2305579 -4.459216198e-07 1.90631e-06
594.2322381 -2.536651054e-06 2.03074e-06
624.2346592 -2.021409485e-06 1.93183e-06
654.2371637 4.214777594e-06 1.76959e-06
684.2390972 2.541002414e-06 1.58184e-06
714.2399798 2.910892132e-06 1.99033e-06
744.2396081 -5.605771248e-07 1.32559e-06
774.2380837 3.210240055e-06 1.7144e-06
804.2357828 -9.312073844e-07 1.78092e-06
834.233278 2.312238052e-06 1.5109e-06
864.2312146 3.766159873e-06 1.92838e-06
894.230151 2.868793302e-06 1.53151e-06
924.2303936 2.763123485e-06 2.11334e-06
954.2318877 1.249851184e-06 1.58044e-06
984.234223 3.928666426e-06 1.57446e-06
1014.236762 1.838380892e-06 1.59152e-06
1044.238837 6.057385327e-06 1.68196e-06
1074.239926 1.029033198e-06 1.53328e-06
1104.239775 1.527771241e-06 1.7493e-06
1134.238444 5.78082894e-06 1.86478e-06
1164.236241 2.030657291e-07 1.83468e-06
1194.233725 3.193068244e-06 1.77924e-06
1224.231539 -3.000325949e-06 1.57249e-06
1254.230269 4.637689353e-07 1.73119e-06
1284.230275 -1.303765231e-07 1.58896e-06
1314.23157 1.367696565e-06 1.37118e-06
1344.233799 1.96012525e-06 1.88725e-06
1374.236352 -9.334613129e-07 1.89961e-06
1404.238551 3.67213952e-06 1.47777e-06
1434.239839 1.238227108e-06 1.63696e-06
1464.23991 3.321937435e-06 1.82132e-06
1494.238759 -1.259746075e-07 1.61897e-06
1524.236672 -1.616890244e-06 1.95976e-06
1554.234165 -2.315519084e-06 1.76664e-06
1584.231874 -1.431103931e-06 2.01944e-06
1614.230408 6.1055604e-06 1.64377e-06
1644.230178 -1.866136332e-06 1.62722e-06
1674.231263 6.7123154e-07 1.7022e-06
1704.233367 -3.286069e-06 1.40798e-06
1734.235912 -8.09961808e-07 1.9842e-06
1764.238218 -4.521584943e-06 1.46913e-06
1794.239696 1.349749099e-06 1.77865e-06
1824.239989 -2.831691812e-06 1.75614e-06
1854.239038 -3.0421093e-06 1.67436e-06
1884.237083 -1.786364728e-06 1.72508e-06
1914.234605 -4.204338602e-06 1.29229e-06
1944.232229 -2.104656217e-06 1.77281e-06
1974.23058 -6.887243954e-06 1.49863e-06
2004.230117 -1.0281071e-08 1.91755e-06
2034.230982 -3.626335219e-06 1.62401e-06
2064.232943 -1.263674518e-06 2.01772e-06
2094.23546 -2.451309969e-06 1.90431e-06
2124.237855 -3.460608846e-06 1.79458e-06
2154.239512 -5.081658883e-06 1.50591e-06
2184.240025 -5.803397415e-06 1.70302e-06
2214.239294 -1.517938385e-06 1.67297e-06
2244.237486 -4.197388776e-06 1.73495e-06
2274.235056 -2.415120689e-06 1.81267e-06
2304.232615 -7.592312096e-07 1.64827e-06
2334.230798 -5.015980492e-06 2.0782e-06
2364.230107 -8.758928815e-07 1.78657e-06
2394.230746 -4.110919763e-06 1.83407e-06
2424.232547 -1.622183383e-06 1.62966e-06
2454.235014 -4.103272507e-06 1.69642e-06
2484.237479 1.183698885e-06 1.50779e-06
2514.239301 -2.959783568e-06 1.94772e-06
2544.240032 2.997834672e-06 1.98226e-06
2574.239504 -4.30798755e-07 1.82098e-06
2604.237857 8.556068651e-07 1.56826e-06
2634.235495 2.713282114e-06 1.46656e-06
2664.233008 -9.489362178e-07 1.66478e-06
2694.23104 6.43070974e-06 1.73366e-06
2724.230127 2.775200355e-06 1.78312e-06
2754.230546 4.225900378e-06 1.44953e-06
2784.232171 -1.917499186e-06 1.75024e-06
2814.234568 5.118343524e-06 1.85434e-06
2844.237083 4.277757725e-06 2.07328e-06
2874.239058 1.241472382e-06 1.47148e-06
2904.24 -1.383468683e-09 1.37374e-06
2934.239691 4.737191002e-07 1.24779e-06
2964.238218 3.258936172e-06 1.38561e-06
2994.235943 8.95417168e-07 1.68549e-06
3024.233431 5.960372532e-06 1.55794e-06
3054.231329 -2.054489342e-06 1.90396e-06
3084.230203 3.15892131e-06 1.71155e-06
3114.230376 -1.483825101e-06 1.64155e-06
3144.231812 1.513924027e-06 1.55455e-06
3174.234117 3.380779455e-06 1.59043e-06
