-2285.767435 1.134923275e-06 5.69584e-06
-2255.764644 1.794500991e-06 5.91261e-06
-2225.761963 3.807748934e-07 5.3234e-06
-2195.760068 -1.974482015e-07 6.3132e-06
-2165.759422 -3.156236842e-06 5.15714e-06
-2135.760182 -1.466411785e-05 6.37573e-06
-2105.762171 7.008072378e-06 5.45808e-06
-2075.764901 -1.829415008e-06 4.63748e-06
-2045.767676 5.864502439e-06 5.40974e-06
-2015.769754 7.776920151e-06 6.71155e-06
-1985.770559 1.407076198e-06 4.76224e-06
-1955.769869 -1.101332704e-07 5.0803e-06
-1925.767881 -9.214493025e-06 5.87658e-06
-1895.765149 3.590940987e-06 5.12416e-06
-1865.762396 -8.961340719e-06 5.4348e-06
-1835.760323 -2.881221924e-06 5.23312e-06
-1805.759437 -3.920130949e-06 6.05565e-06
-1775.759955 2.226892859e-06 5.5466e-06
-1745.761756 3.242541542e-06 6.37634e-06
-1715.764403 -6.202750136e-06 4.7617e-06
-1685.767226 -1.184412014e-06 6.50823e-06
-1655.769475 -8.560250549e-06 6.13231e-06
-1625.770532 -2.702646875e-06 5.79293e-06
-1595.770101 5.774001033e-07 5.91236e-06
-1565.768309 -8.940927073e-06 5.40521e-06
-1535.765657 8.247348858e-06 5.14008e-06
-1505.762854 -2.729188113e-06 6.66748e-06
-1475.760619 3.648546881e-06 5.61335e-06
-1445.7595 1.449568559e-05 5.01564e-06
-1415.759771 -9.057958107e-06 5.93405e-06
-1385.761371 6.048763331e-07 5.81455e-06
-1355.763913 -2.234235056e-07 6.14658e-06
-1325.76676 -2.170124073e-06 5.41306e-06
-1295.769161 7.411730699e-06 5.16839e-06
-1265.77046 6.169978932e-07 5.05382e-06
-1235.770281 6.175928601e-06 5.06938e-06
-1205.7687 -3.005700063e-06 6.06948e-06
-1175.76615 1.606421767e-06 5.95007e-06
-1145.76332 -2.013115901e-06 6.17096e-06
-1115.760938 -3.061020689e-06 5.94425e-06
-1085.759596 3.47031324e-06 5.38177e-06
-1055.759618 5.882196728e-06 7.02007e-06
-1025.761004 -1.864975708e-06 5.58352e-06
-995.763422 -2.348258218e-06 4.68765e-06
-965.7662684 -8.480995818e-07 6.15974e-06
-935.7688002 7.401477301e-07 5.46951e-06
-905.7703282 -6.463710149e-06 5.52577e-06
-875.770426 -1.851830453e-06 5.55571e-06
-845.7690703 8.271063956e-06 5.88293e-06
-815.7666449 -7.727395474e-06 5.01709e-06
-785.7638093 -6.777263292e-07 5.44283e-06
-755.7613003 1.053654007e-05 5.69301e-06
-725.7597433 -2.423469502e-06 6.43253e-06
-695.7595168 -4.166000428e-06 5.20266e-06
-665.7606784 4.177899631e-06 5.35181e-06
-635.7629519 1.601717077e-06 6.36079e-06
-605.7657747 8.806195965e-06 6.03197e-06
